p_val,avg_log10FC,pct.1,pct.2,p_val_adj,cluster,gene
0.0067617221820632,0.05057467185046768,0.151,0.033,1,4,Ddit3
0.006766237813906567,0.12858529673236227,0.396,0.205,1,4,Rpl5
0.00678726458294943,0.16682951861225498,0.434,0.356,1,4,Cul3
0.006795096471573037,0.13613446822601233,0.528,0.412,1,4,Tmem131
0.00679550131536292,0.12803236913903376,0.377,0.18,1,4,Rps12
0.006799216576468878,0.11084782048730468,0.075,0.016,1,4,Gm15655
0.006799583963624469,0.07667858036692474,0.226,0.068,1,4,Rraga
0.006881334172588174,0.08322307527919909,0.17,0.043,1,4,Tomm6
0.006941349412287605,0.13804551483550712,0.302,0.226,1,4,Ptpn2
0.006970881077185337,0.17882169410143012,0.34,0.224,1,4,Mosmo
0.00698200095050549,0.0756789501098479,0.113,0.039,1,4,Gm42702
0.00698891356876005,0.1722166341712902,0.208,0.11,1,4,4931403E22Rik
0.007010497489141957,0.07774833403024262,0.17,0.03,1,4,Loxl3
0.007054150439659139,0.14126494020881775,0.585,0.546,1,4,Ube2h
0.0070545247052060875,0.07644047704806604,0.075,0.016,1,4,Irf5
0.007055493018342014,0.13887716028780867,0.17,0.038,1,4,Trpm6
0.007061002035915929,0.15499563646615006,0.528,0.366,1,4,Erbin
0.0070633468868718215,0.1305366943474176,0.151,0.033,1,4,Cavin2
0.00707281567945363,0.09288375717437083,0.151,0.039,1,4,Erf
0.007075172073947845,0.09243915102687165,0.264,0.118,1,4,Crot
0.007080840175827101,0.1534081314520602,0.377,0.24,1,4,Csnk1d
0.007099633588895235,0.1423423604719436,0.264,0.126,1,4,Rpl4
0.007100145176201561,0.20328584339563274,0.396,0.145,1,4,Afap1l2
0.007120566299466959,0.06351381098885561,0.075,0.006,1,4,Fcgr3
0.007137931270751646,0.1680366192661048,0.604,0.461,1,4,Arhgap12
0.007138697200418071,0.08682400812197488,0.057,0.016,1,4,BC029722
0.007144421346611013,0.1730671120133247,0.358,0.227,1,4,Eef1g
0.007150087116002478,0.12407353372366525,0.321,0.156,1,4,Fam160b1
0.007158040892193835,0.14593508420853327,0.113,0.035,1,4,Aqp11
0.007207698489492174,0.080187502555517,0.264,0.139,1,4,Trir
0.007215377860698352,0.062285569088004915,0.094,0.025,1,4,Trp53rkb
0.007249508941509343,0.09164369674733751,0.226,0.095,1,4,Ankrd50
0.007265812546031788,0.10155847101207244,0.189,0.062,1,4,Fkrp
0.0073273264862616545,0.20595930789889155,0.415,0.216,1,4,Lrmda
0.007331088238765414,0.13738422687868984,0.453,0.339,1,4,Gm47167
0.007345906640818888,0.12053699617530561,0.208,0.054,1,4,Aprt
0.007346043348079838,0.13688943556452937,0.132,0.036,1,4,Trf
0.007388107980772665,0.10017261070158462,0.491,0.35,1,4,Paip2
0.007456280253161545,0.1399883620214085,0.396,0.21,1,4,Egln1
0.007464171612454303,0.14149999784447292,0.585,0.457,1,4,Prpf40a
0.007488297205599124,0.06737597214705265,0.547,0.345,1,4,Ppp2r2a
0.007530073836440561,0.1301268856497222,0.396,0.235,1,4,Akr1a1
0.00754192872876392,0.10999891442408055,0.415,0.248,1,4,Gmeb1
0.007568276736961834,0.05226261131634619,0.075,0.005,1,4,Gm4070
0.007579581304339193,0.12137245348099823,0.057,0.017,1,4,Bin2
0.00759171380646047,0.09183151717727892,0.453,0.29,1,4,Map3k5
0.007593980185650696,0.15195163167840037,0.604,0.451,1,4,Map2k5
0.007596787826244599,0.1284691723268666,0.17,0.058,1,4,Ddah2
0.007603236606035889,0.1248512910901542,0.264,0.096,1,4,Psmb6
0.00761171432007508,0.1029285283709507,0.434,0.281,1,4,Slc3a2
0.007773024093571739,0.1540862776909655,0.604,0.5,1,4,Pds5a
0.007788859823956271,0.1554869851664609,0.377,0.208,1,4,Rapgef3
0.0078014640142569725,0.07061259140430792,0.113,0.033,1,4,Col28a1
0.00781951466927032,0.052718890262685815,0.057,0.017,1,4,Nlrc4
0.007832686660897125,0.14268538279829227,0.17,0.057,1,4,1810037I17Rik
0.007854272795159146,0.21839676051528573,0.415,0.274,1,4,Man1a
0.007887599422508256,0.09758887712518531,0.057,0.006,1,4,Eif4ebp1
0.007928372337753623,0.14697271989471827,0.698,0.538,1,4,Airn
0.00798642004980037,0.1128091017602883,0.075,0.011,1,4,Usp18
0.007988116831210638,0.15348902265284325,0.264,0.131,1,4,Sat1
0.00799148434719252,0.07504881045317412,0.113,0.022,1,4,Rnf135
0.008022908473925918,0.10973837933540798,0.717,0.632,1,4,Aopep
0.008028752612804656,0.1171775182051874,0.302,0.14,1,4,Sbno2
0.008077131134460982,0.07967486470386842,0.34,0.196,1,4,Slc9a8
0.008083509390479098,0.15586760763102608,0.283,0.159,1,4,Prpf18
0.00812467751899273,0.1753876520731521,0.189,0.066,1,4,Litaf
0.0081430461021288255,0.121968743572793,0.453,0.263,1,4,Smad4
0.008182877531325567,0.15506351576568989,0.245,0.151,1,4,Pacsin2
0.008201655168449612,0.16612064383775427,0.415,0.276,1,4,Cerk
0.008214422687079531,0.14404306481536916,0.113,0.039,1,4,Zfp982
0.008229403839162444,0.18130457236986444,0.358,0.199,1,4,Zfp592
0.00823765923167867,0.11934736709571797,0.66,0.536,1,4,Fer
0.008287611557725378,0.09027602380483984,0.623,0.509,1,4,Zfp280d
0.008291307295293508,0.08448089315648566,0.623,0.481,1,4,Dyrk1a
0.0082975138300877,0.11786413446351157,0.17,0.077,1,4,Primpol
0.00836793322944061,0.1125515261768694,0.434,0.26,1,4,Galnt10
0.008402800994774643,0.1178850887920229,0.264,0.066,1,4,Nde1
0.008466400831540877,0.15738054078909064,0.453,0.304,1,4,Clta
0.008499976669975713,0.1488802409378083,0.434,0.268,1,4,Ikbkb
0.008504742935696424,0.18661353587818613,0.226,0.071,1,4,Tfpi
0.008546650543039429,0.1283443543011777,0.283,0.099,1,4,Slc25a5
0.00859210616674109,0.12348737153980725,0.226,0.098,1,4,Yipf4
0.008595422440649782,0.17335019178220315,0.321,0.221,1,4,B430010I23Rik
0.00861419492876232,0.12773144309912293,0.132,0.069,1,4,Ppm1k
0.008664073511467254,0.2142203442448639,0.132,0.022,1,4,Gm20528
0.008664617000573763,0.06857924533261543,0.113,0.03,1,4,Med10
0.00866856102921102,0.19604054581791727,0.283,0.144,1,4,Gm49539
0.008688814858608765,0.1784695445055685,0.623,0.562,1,4,Zfand3
0.008688869735644606,0.06233069581374488,0.113,0.057,1,4,Cdr2
0.008696967035321862,0.11824121210128224,0.792,0.724,1,4,Nsd1
0.00870199306507444,0.15258665952855066,0.302,0.15,1,4,Anapc16
0.008743895251853038,0.10261816592823168,0.226,0.065,1,4,Kctd12
