"gene","vglut2_clusters","galr1"
"Gm28375",0.43089430894308944,0.7777777777777778
"Gm29374",0.0040650406504065045,0
"Ecel1",0.024390243902439025,0.1111111111111111
"Chrng",0.0020325203252032522,0
"Eif4e2",0.16463414634146342,0.3333333333333333
"Efhd1",0.024390243902439025,0
"Gigyf2",0.5101626016260162,0.6666666666666666
"Kcnj13",0.11382113821138211,0.2222222222222222
"Snorc",0.0020325203252032522,0
"Ngef",0.11991869918699187,0
"Neu2",0.036585365853658534,0
"Inpp5d",0.028455284552845527,0
"Atg16l1",0.4186991869918699,0.2222222222222222
"Sag",0.018292682926829267,0
"Dgkd",0.44308943089430897,0.6666666666666666
"Usp40",0.4065040650406504,0.4444444444444444
"Ugt1a-all",0.02032520325203252,0
"Gm20528",0.022357723577235773,0
"Dnajb3",0.006097560975609756,0
"Mroh2a",0.02032520325203252,0
"Hjurp",0.41260162601626016,0.6666666666666666
"Trpm8",0.02032520325203252,0
"Spp2",0,0
"Gm29538",0.0020325203252032522,0
"Gm28888",0,0
"Glrp1",0.006097560975609756,0
"Arl4c",0.11788617886178862,0
"Sh3bp4",0.18292682926829268,0.2222222222222222
"Gm28342",0,0
"C030007H22Rik",0,0
"Agap1",0.7947154471544715,0.8888888888888888
"4933400F21Rik",0.1991869918699187,0.3333333333333333
"Gbx2",0.02032520325203252,0.2222222222222222
"D130058E05Rik",0.014227642276422764,0
"Asb18",0.06707317073170732,0.1111111111111111
"Iqca",0.0020325203252032522,0
"Ackr3",0.02032520325203252,0.2222222222222222
"Cops8",0.18902439024390244,0.5555555555555556
"Col6a3",0.034552845528455285,0
"Mlph",0.0020325203252032522,0
"Lrrfip1",0.491869918699187,0.6666666666666666
"Rbm44",0,0
"Ramp1",0.11788617886178862,0.4444444444444444
"Ube2f",0.2703252032520325,0.4444444444444444
"Scly",0.10772357723577236,0.2222222222222222
"Gm17090",0.054878048780487805,0.1111111111111111
"Ilkap",0.1910569105691057,0.3333333333333333
"Hes6",0.04065040650406504,0
"Per2",0.07317073170731707,0.3333333333333333
"Traf3ip1",0.1991869918699187,0.2222222222222222
"Asb1",0.06097560975609756,0.2222222222222222
"Twist2",0.046747967479674794,0.1111111111111111
"Gm29101",0.006097560975609756,0
"Hdac4",0.4369918699186992,0.6666666666666666
"Ndufa10",0.2459349593495935,0.5555555555555556
"Cops9",0.03048780487804878,0
"Otos",0.0020325203252032522,0
"Gm29481",0.024390243902439025,0
"Gpc1",0.30691056910569103,0.5555555555555556
"Gm29480",0.024390243902439025,0.1111111111111111
"Ankmy1",0.18495934959349594,0.1111111111111111
"Dusp28",0.006097560975609756,0
"5033417F24Rik",0.014227642276422764,0.1111111111111111
"Rnpepl1",0.23170731707317074,0.3333333333333333
"9430060I03Rik",0.04878048780487805,0.2222222222222222
"Capn10",0.16260162601626016,0.3333333333333333
"Gpr35",0.01016260162601626,0
"Kif1a",0.717479674796748,0.7777777777777778
"Crocc2",0.0040650406504065045,0
"Sned1",0.17886178861788618,0.5555555555555556
"Mterf4",0.052845528455284556,0
"Gm28535",0.042682926829268296,0
"Pask",0.054878048780487805,0
"Ppp1r7",0.11991869918699187,0.2222222222222222
"Hdlbp",0.32113821138211385,0.6666666666666666
"Sept2",0.014227642276422764,0
"Farp2",0.21341463414634146,0.4444444444444444
"Stk25",0.2540650406504065,0.6666666666666666
"Bok",0.04065040650406504,0.3333333333333333
"Thap4",0.15447154471544716,0.4444444444444444
"Gm10550",0.18699186991869918,0.3333333333333333
"Atg4b",0.22560975609756098,0.3333333333333333
"Dtymk",0.22357723577235772,0.4444444444444444
"Ing5",0.042682926829268296,0.2222222222222222
"D2hgdh",0.07317073170731707,0.1111111111111111
"Neu4",0.024390243902439025,0
"Pdcd1",0.0020325203252032522,0
"Fam174a",0.09552845528455285,0.1111111111111111
"St8sia4",0.22357723577235772,0.2222222222222222
"4930533P14Rik",0.006097560975609756,0
"Slco4c1",0.09146341463414634,0.3333333333333333
"Panct2",0.04065040650406504,0
"Slco6c1",0.014227642276422764,0
"D1Ertd622e",0.17682926829268292,0.3333333333333333
"Ppip5k2",0.45121951219512196,0.7777777777777778
"Gin1",0.12398373983739837,0.3333333333333333
"Pam",0.5142276422764228,0.7777777777777778
"B230216N24Rik",0.13008130081300814,0.4444444444444444
"1810006J02Rik",0,0
"Gm29461",0.0020325203252032522,0
"Slco6d1",0,0
"Gm7967",0.02032520325203252,0
"Cntnap5b",0.6504065040650406,0.7777777777777778
"Cdh20",0.4735772357723577,0.7777777777777778
"Gm15699",0.006097560975609756,0
"Rnf152",0.3699186991869919,0.4444444444444444
"Gm17634",0.018292682926829267,0.3333333333333333
"Gm28403",0.06097560975609756,0.1111111111111111
"Pign",0.3130081300813008,0.3333333333333333
"Gm28404",0,0
"Relch",0.491869918699187,0.6666666666666666
